name,department,rating,num_ratings,would_take_again_pct,level_of_difficulty,professor_url
Gilead Tadmor,Electrical Engineering,2,6,,3.5,https://www.ratemyprofessors.com/professor/591376
Sarah Hulsey,Linguistics,4.7,18,,2.7,https://www.ratemyprofessors.com/professor/1060885
Francis Spital,Human Resources Management,3.8,4,,2,https://www.ratemyprofessors.com/professor/866592
Emily Bargar,Mathematics,2.3,2,,4,https://www.ratemyprofessors.com/professor/1567502
Adam Ding,Mathematics,2.5,37,,3.2,https://www.ratemyprofessors.com/professor/127069
None Grabel,Electrical Engineering,2.5,3,,4.7,https://www.ratemyprofessors.com/professor/1144459
Susan Murley,English,2.2,25,,3.1,https://www.ratemyprofessors.com/professor/485521
Karin Velez,History,4.5,2,,3,https://www.ratemyprofessors.com/professor/1470485
Lianna Pizzo,Education,1.5,1,,2,https://www.ratemyprofessors.com/professor/1567755
Shaun O'Brien,Economics,4.5,1,,3,https://www.ratemyprofessors.com/professor/1567316
William Bruns,Accounting,4.5,25,,2.5,https://www.ratemyprofessors.com/professor/516581
Wanda Strukus,Theater,4,6,,2.5,https://www.ratemyprofessors.com/professor/1223279
Leesa Anzaldo,Mathematics,5,3,,2.3,https://www.ratemyprofessors.com/professor/1554536
Piper Harris,Mathematics,5,2,,2.5,https://www.ratemyprofessors.com/professor/1473713
Hillary Farber,Criminal Justice,3.9,7,,4.3,https://www.ratemyprofessors.com/professor/946979
Robert Millen,Operations Management,4.2,17,,2.1,https://www.ratemyprofessors.com/professor/342139
Irem Demirkan,Business Administration,4.9,7,,3.7,https://www.ratemyprofessors.com/professor/1078863
Adam Klein,Communication Studies,4,3,,2.7,https://www.ratemyprofessors.com/professor/1555898
Peter Marton,Philosophy,3.1,20,,3.2,https://www.ratemyprofessors.com/professor/214240
Andy Rohm,Marketing,3.9,15,,2.3,https://www.ratemyprofessors.com/professor/153669
Joseph Meador,Finance,4.4,14,,3.1,https://www.ratemyprofessors.com/professor/462472
Erin Meyers,Communication Studies,4.5,1,,2,https://www.ratemyprofessors.com/professor/1555837
Tomoko Katayama,Not Specified,5,1,,2,https://www.ratemyprofessors.com/professor/1491842
Patricia Sullivan,English,3.7,10,,3.9,https://www.ratemyprofessors.com/professor/721739
Alisha Pollastri,Psychology,4.7,3,,3.3,https://www.ratemyprofessors.com/professor/1551345
Sharon Bruns,Accounting,3.5,4,,2.5,https://www.ratemyprofessors.com/professor/981095
Holly Tessler,Music Business,4,2,,2,https://www.ratemyprofessors.com/professor/1505123
Sara Wadia-Fascetti,Civil Engineering,3.3,8,,3.8,https://www.ratemyprofessors.com/professor/470076
Elaine M Evans,Human Resources Management,3.5,8,,3.8,https://www.ratemyprofessors.com/professor/1295911
Sebahattin Demirkan,Accounting,4.9,5,,3.2,https://www.ratemyprofessors.com/professor/1122503
Christina Gilmartin,History,3.6,11,,2.8,https://www.ratemyprofessors.com/professor/597187
Eric Madfis,Sociology,4.2,11,,2.7,https://www.ratemyprofessors.com/professor/1047098
Marketa Valencia,Political Science,1.6,7,,4.4,https://www.ratemyprofessors.com/professor/1373939
Sermin Muctehitzade,Modern Languages,3.4,5,,1.2,https://www.ratemyprofessors.com/professor/1110908
Paul Janell,Accounting,3.5,15,,3.3,https://www.ratemyprofessors.com/professor/781300
Hyunsoo Wee,Music,2.6,4,,3.5,https://www.ratemyprofessors.com/professor/1144192
Deborah De Chiara-Quenzer,Philosophy,2.3,4,,3,https://www.ratemyprofessors.com/professor/561020
Ana Araujo,Anthropology,3.4,9,,2.8,https://www.ratemyprofessors.com/professor/1262306
Jen Sopchockchai,English,4.8,7,,2.4,https://www.ratemyprofessors.com/professor/837875
Peter Douglass,Computer Science,2.2,16,,2.6,https://www.ratemyprofessors.com/professor/973861
Andrea Germiniasi,Economics,2.9,17,,4.2,https://www.ratemyprofessors.com/professor/1085321
Christine Williams,Psychology,3.6,6,,2.3,https://www.ratemyprofessors.com/professor/1360740
Laura Gross,Criminal Justice,4.6,6,,2,https://www.ratemyprofessors.com/professor/1266918
Judith Hall,Psychology,3.5,5,,4,https://www.ratemyprofessors.com/professor/539601
Corrine Mahoney,Counseling & Educational Psych,5,1,,3,https://www.ratemyprofessors.com/professor/1372272
Ray Robinson,History,3.4,36,,2.9,https://www.ratemyprofessors.com/professor/75072
Rosanna Garcia,Marketing,4,15,,2.5,https://www.ratemyprofessors.com/professor/486209
Eric Hansbery,Engineering,2.8,7,,1.4,https://www.ratemyprofessors.com/professor/397670
John Wolfe,Education,4.6,6,,2.2,https://www.ratemyprofessors.com/professor/617215
Robert Futrelle,Computer Science,1.5,18,,2.4,https://www.ratemyprofessors.com/professor/447175
Gregory Harry,Physics,4,1,,3,https://www.ratemyprofessors.com/professor/1516940
Judith Tick,Music,2.2,19,,4.1,https://www.ratemyprofessors.com/professor/368513
Eric Miles,Computer Science,5,1,,3,https://www.ratemyprofessors.com/professor/1265566
Donna Bishop,Criminal Justice,2.7,8,,3.1,https://www.ratemyprofessors.com/professor/214783
Sarah Young-Hong,Speech & Hearing Sciences,4.5,1,,3,https://www.ratemyprofessors.com/professor/1382671
Fangfei Zhou,Computer Science,3.5,1,,1,https://www.ratemyprofessors.com/professor/1510353
Daniel Rattner,Criminal Justice,4,3,,3.7,https://www.ratemyprofessors.com/professor/1124085
Anny Rivera-Ottenberger,Latin American Studies,3.5,4,,1.5,https://www.ratemyprofessors.com/professor/831436
John Stout,Political Science,2.3,4,,4.3,https://www.ratemyprofessors.com/professor/1428489
Andrei Zelevinsky,Mathematics,3.3,16,,2.1,https://www.ratemyprofessors.com/professor/109589
Clay McShane,History,3.4,39,,2.5,https://www.ratemyprofessors.com/professor/74172
Riham Bahi,International Studies,2.2,12,,2.2,https://www.ratemyprofessors.com/professor/382155
Thomas Hamrick,Physics,1.5,1,,4,https://www.ratemyprofessors.com/professor/1421462
Sarah Rozler,Architecture,3.3,2,,4.5,https://www.ratemyprofessors.com/professor/1425812
Don King,Mathematics,2.3,39,,2.5,https://www.ratemyprofessors.com/professor/7481
Jenny Sartori,History,3.1,7,,2.3,https://www.ratemyprofessors.com/professor/735969
Joseph DeRoche,English,4.8,30,,2.5,https://www.ratemyprofessors.com/professor/21382
Ki-Young Byun,Chemistry,1.2,28,,4.7,https://www.ratemyprofessors.com/professor/1176496
Joseph Hansen,Mathematics,4.9,7,,2.6,https://www.ratemyprofessors.com/professor/949798
Alexis Minana,English,3.7,3,,3.3,https://www.ratemyprofessors.com/professor/1391843
Kristen Chierus,Criminal Justice,4,1,,4,https://www.ratemyprofessors.com/professor/1454632
Lydia Volaitis,Psychology,3.2,6,,2,https://www.ratemyprofessors.com/professor/948469
Andrea Hill,Sociology,4.8,3,,2.7,https://www.ratemyprofessors.com/professor/1069714
Lauren Gentile,Counseling & Educational Psych,3.4,4,,2.3,https://www.ratemyprofessors.com/professor/938137
Angela Steward,Biology,4.2,3,,2.3,https://www.ratemyprofessors.com/professor/1227076
Lindsey Leard,Fine Arts,4.5,15,,2.1,https://www.ratemyprofessors.com/professor/331228
Katherine McDonough,Health Science,5,5,,1.8,https://www.ratemyprofessors.com/professor/864900
Scott Weighart,Advisor,4,4,,3.8,https://www.ratemyprofessors.com/professor/1225439
Vincent Ferraro,Sociology,4.2,26,,2.3,https://www.ratemyprofessors.com/professor/563942
Kat Rickenbacker,Sociology,4.8,9,,2.4,https://www.ratemyprofessors.com/professor/1177508
Lauren Ann Nicoll,Sociology,3,1,,3,https://www.ratemyprofessors.com/professor/1457244
Genie Giaimo,English,4,4,,3.8,https://www.ratemyprofessors.com/professor/1335836
Samer Balbaky,Business,3.5,4,,1.5,https://www.ratemyprofessors.com/professor/637573
Jessica Fine,Computer Science,5,1,,4,https://www.ratemyprofessors.com/professor/1456569
Marybeth Saffo,Biology,2.3,3,,4.3,https://www.ratemyprofessors.com/professor/1426709
Beth Cohen,Business Administration,3.5,1,,4,https://www.ratemyprofessors.com/professor/1380588
William Wheeler,Anthropology,5,1,,1,https://www.ratemyprofessors.com/professor/1014242
Donald Cheney,Biology,3.3,8,,2.1,https://www.ratemyprofessors.com/professor/805321
Marina Ville,Mathematics,3.6,4,,2.3,https://www.ratemyprofessors.com/professor/1073002
Molly McAuliffe,Engineering,4.1,7,,2.1,https://www.ratemyprofessors.com/professor/907718
Kristen Hudak,Political Science,4.5,5,,2.6,https://www.ratemyprofessors.com/professor/1095825
Sean Delaney,History,4.3,3,,2.7,https://www.ratemyprofessors.com/professor/1124068
Mehmet Ceyhan,Industrial Engineering,1.7,6,,4.2,https://www.ratemyprofessors.com/professor/1253758
Evan Johnson,Music,4.3,10,,2.4,https://www.ratemyprofessors.com/professor/1079326
Will Holton,Sociology,3.9,19,,2.6,https://www.ratemyprofessors.com/professor/215782
Albert Sacco,Chemical Engineering,3,4,,4.3,https://www.ratemyprofessors.com/professor/899140
Lorna Hayward,Health Science,4.5,2,,1.5,https://www.ratemyprofessors.com/professor/827246
Mark Mixer,Mathematics,4.5,12,,1.9,https://www.ratemyprofessors.com/professor/531001
Zachary Scarlett,History,4.9,9,,3.2,https://www.ratemyprofessors.com/professor/1177872
John Frampton,Mathematics,2.2,22,,3,https://www.ratemyprofessors.com/professor/162780
Shirley Hunter,Accounting,2,3,,3.3,https://www.ratemyprofessors.com/professor/1377104
Maxim Fetissenko,Communication Studies,2.9,14,,3,https://www.ratemyprofessors.com/professor/904987
Seth Riseman,Architecture,3.5,1,,3,https://www.ratemyprofessors.com/professor/1405123
Tanya Zhelezcheva,English,2.5,17,,3.9,https://www.ratemyprofessors.com/professor/459146
Rich Moore,Computer Science,4,1,,4,https://www.ratemyprofessors.com/professor/1180890
Ava Lawrence,Music,2.8,22,,1.9,https://www.ratemyprofessors.com/professor/370017
Mark Bridger,Mathematics,3.1,29,,3.5,https://www.ratemyprofessors.com/professor/233906
A Zilleruelo,English,3.2,6,,4,https://www.ratemyprofessors.com/professor/1237631
Samiullah Ansari,Criminal Justice,3.7,10,,1.4,https://www.ratemyprofessors.com/professor/1160432
Mustafa Yilmaz,Mathematics,1.7,7,,3.6,https://www.ratemyprofessors.com/professor/599968
Megan Gay,Economics,4.7,3,,3.7,https://www.ratemyprofessors.com/professor/1360499
Elizabeth Cromley,Architecture,3.8,19,,3.3,https://www.ratemyprofessors.com/professor/156335
Chow Bing Ngeow,International Politics,2.7,7,,2.6,https://www.ratemyprofessors.com/professor/926582
Sarah Cope,Sociology,3.8,9,,2.1,https://www.ratemyprofessors.com/professor/872267
William Giessen,Chemistry,3.6,26,,3.2,https://www.ratemyprofessors.com/professor/213918
Lance Nathan,Linguistics,4,1,,4,https://www.ratemyprofessors.com/professor/1421744
Vivian Hatzis,Computer Science,1.8,7,,2.7,https://www.ratemyprofessors.com/professor/143065
Jing Wang,Economics,2.9,6,,2.3,https://www.ratemyprofessors.com/professor/1360550
Mary Getchell,English,5,2,,3.5,https://www.ratemyprofessors.com/professor/1019051
D Hope,Nursing,4.4,14,,2.1,https://www.ratemyprofessors.com/professor/433358
David Rasmussen,Computer Science,2.3,6,,3.8,https://www.ratemyprofessors.com/professor/983316
Yelena Kuznetsov,Economics,3.5,1,,1,https://www.ratemyprofessors.com/professor/1388981
Marion Mason,African-American Studies,4.8,4,,1.3,https://www.ratemyprofessors.com/professor/1063743
Yi Zhang,Economics,1.5,8,,3.5,https://www.ratemyprofessors.com/professor/1266766
Amy Szarkowski,Psychology,2.2,20,,4.1,https://www.ratemyprofessors.com/professor/1210305
John Gonzalez,Mathematics,1.7,10,,3.9,https://www.ratemyprofessors.com/professor/1013248
Claire Sufrin,Religious Studies,3.4,6,,2.5,https://www.ratemyprofessors.com/professor/1085315
Dana Brooks,Electrical Engineering,4.3,2,,4,https://www.ratemyprofessors.com/professor/659657
Rachel Goldberg,English,5,3,,4,https://www.ratemyprofessors.com/professor/936219
Liubomir Topaloff,International Studies,3.2,32,,3.7,https://www.ratemyprofessors.com/professor/616754
Hassan Oukris,Physics,4.5,3,,1.7,https://www.ratemyprofessors.com/professor/1233806
Chris Genter,Architecture,4.6,7,,3.3,https://www.ratemyprofessors.com/professor/771133
G. Kimball,Mathematics,4.8,5,,1.6,https://www.ratemyprofessors.com/professor/1122090
Lisa Haverty,Psychology,2.5,2,,2,https://www.ratemyprofessors.com/professor/1243978
Melvin Simms,Computer Science,2,8,,2.9,https://www.ratemyprofessors.com/professor/358559
Carol Hafner,Computer Science,1.9,13,,2.9,https://www.ratemyprofessors.com/professor/217173
Riccardo Pucella,Computer Science,4.5,4,,2.5,https://www.ratemyprofessors.com/professor/1047148
Mervin Lynch,Education,2,3,,3,https://www.ratemyprofessors.com/professor/1085679
Daniel Branda,English,5,1,,5,https://www.ratemyprofessors.com/professor/1313423
Romina Crociani,Linguistics,3.8,4,,2.5,https://www.ratemyprofessors.com/professor/983402
Michael Vaughn,Physics,2.6,17,,2.7,https://www.ratemyprofessors.com/professor/220351
Nulifer Koldan,Mathematics,2.4,15,,3.1,https://www.ratemyprofessors.com/professor/559885
Jennifer Robinson,Criminal Justice,3.3,22,,3.2,https://www.ratemyprofessors.com/professor/590600
Richard Strasser,Music,3.9,13,,3.8,https://www.ratemyprofessors.com/professor/478942
Kurt Moellering,English,4.7,3,,3,https://www.ratemyprofessors.com/professor/401483
Joshua Benson,English,4.8,2,,3,https://www.ratemyprofessors.com/professor/1296981
Adriana MacIas,English,5,1,,3,https://www.ratemyprofessors.com/professor/1155618
Mark Kroll,Music,4.1,9,,2.2,https://www.ratemyprofessors.com/professor/550701
Juan Paniagua,Civil Engineering,2,1,,4,https://www.ratemyprofessors.com/professor/1305287
Zhi Su,Economics,1.7,15,,3.3,https://www.ratemyprofessors.com/professor/892001
Jane Matheson,Criminal Justice,2.1,13,,3.3,https://www.ratemyprofessors.com/professor/541991
Anne Kingsley,English,4.5,6,,3,https://www.ratemyprofessors.com/professor/752101
Larry Cahalin,Health Science,2.6,4,,3.5,https://www.ratemyprofessors.com/professor/315163
Steven Totosy,Communication Studies,2.7,7,,2.7,https://www.ratemyprofessors.com/professor/1050805
Susan Wall,English,3.7,14,,2.7,https://www.ratemyprofessors.com/professor/366526
Daniel Labardini,Mathematics,3.9,4,,3.8,https://www.ratemyprofessors.com/professor/1036470
Richard Scranton,Civil Engineering,3.1,5,,3.4,https://www.ratemyprofessors.com/professor/832822
Lynn Barnet,Advisor,1.8,2,,3.5,https://www.ratemyprofessors.com/professor/1234621
Prema Popat,Economics,3.3,2,,2,https://www.ratemyprofessors.com/professor/1238053
Fred Kinch,Marketing,2.6,4,,3,https://www.ratemyprofessors.com/professor/333952
Helen Kogos,Education,4.3,8,,3.1,https://www.ratemyprofessors.com/professor/493046
Evgenia Shumilkina,Economics,1.8,14,,3.5,https://www.ratemyprofessors.com/professor/879547
Cheryl Hayne,Social Science,3.9,10,,3.2,https://www.ratemyprofessors.com/professor/596023
Roberto Viola Ochoa,Architecture,4.7,6,,4.3,https://www.ratemyprofessors.com/professor/735875
Tristan Barako,Philosophy,2.8,2,,4.5,https://www.ratemyprofessors.com/professor/929830
Shirley Crosman,Art History,2.7,17,,3.1,https://www.ratemyprofessors.com/professor/452989
Bill Kenda,Marketing,2.8,24,,3.6,https://www.ratemyprofessors.com/professor/122860
Michelle Teti,English,3.9,6,,3.7,https://www.ratemyprofessors.com/professor/596788
Nishan Krikorian,Mathematics,4,8,,3.1,https://www.ratemyprofessors.com/professor/513847
Barbara Fenton,Physical Therapy,4.3,2,,2.5,https://www.ratemyprofessors.com/professor/844415
Nicole Dewall,English,4.9,7,,2.1,https://www.ratemyprofessors.com/professor/182694
Jim McGrath,English,4,1,,2,https://www.ratemyprofessors.com/professor/1924338
Liyuan Ma,Chemical Engineering,1,1,,4,https://www.ratemyprofessors.com/professor/1921328
Rahul Singh,Mathematics,1,1,,2,https://www.ratemyprofessors.com/professor/1948175
Erin Schnepp,Advisor,4,1,,1,https://www.ratemyprofessors.com/professor/1941402
Michael Sweet,Psychology,5,1,,1,https://www.ratemyprofessors.com/professor/1999078
Laura Kladky,English,2.5,1,,2,https://www.ratemyprofessors.com/professor/1961994
Syrio Forel,Theater,4.5,1,,4,https://www.ratemyprofessors.com/professor/1947136
Benjamin Koskinen,Economics,3,1,,4,https://www.ratemyprofessors.com/professor/1937243
Gregory  Miller,Health  Physical Education,4,1,,4,https://www.ratemyprofessors.com/professor/1999549
Kathleen Hourihan,Economics,2,1,,4,https://www.ratemyprofessors.com/professor/1896125
Nicole Georgallas,Communication Studies,4,1,100%,2,https://www.ratemyprofessors.com/professor/2156095
greg  aloupis,Computer Science,0,0,,0,https://www.ratemyprofessors.com/professor/3018321
Jonathon Peelle,Speech & Hearing Sciences,0,0,,0,https://www.ratemyprofessors.com/professor/3007787
Andrew Mall,Music,0,0,,0,https://www.ratemyprofessors.com/professor/3006745
Tuan Ho,Engineering,0,0,,0,https://www.ratemyprofessors.com/professor/3141288
Christa Haase,Engineering,0,0,,0,https://www.ratemyprofessors.com/professor/3140132
Jerrah Holth,Biology,0,0,,0,https://www.ratemyprofessors.com/professor/3134769
Hannah Weisman,Business Administration,0,0,,0,https://www.ratemyprofessors.com/professor/3133958
Alina Lungeanu,Business,0,0,,0,https://www.ratemyprofessors.com/professor/3133644
Zorana  Isautier,Architecture,0,0,,0,https://www.ratemyprofessors.com/professor/2997118
Summer Sheremata,Psychology,0,0,,0,https://www.ratemyprofessors.com/professor/3154017
Caroline  Blassick,Engineering,0,0,,0,https://www.ratemyprofessors.com/professor/3081559
Geofred Osoro,Health Science,0,0,,0,https://www.ratemyprofessors.com/professor/3080774
Mansavi Kumar,Managerial Science,0,0,,0,https://www.ratemyprofessors.com/professor/3079837
Cali-Ryan Collin,Human Services,0,0,,0,https://www.ratemyprofessors.com/professor/3073148
Jonathan Andrew,International Studies,0,0,,0,https://www.ratemyprofessors.com/professor/3130710
Emily Moore,Biology,0,0,,0,https://www.ratemyprofessors.com/professor/3127731
Cynthia Hajal,Engineering,0,0,,0,https://www.ratemyprofessors.com/professor/3125842
Marc Stober,Computer Science,0,0,,0,https://www.ratemyprofessors.com/professor/3125539
Yizhen Zhao,Engineering,0,0,,0,https://www.ratemyprofessors.com/professor/3118637
E. Darryl Walton,Law,0,0,,0,https://www.ratemyprofessors.com/professor/3111494
Debra Mahfouz,Pharmacy,0,0,,0,https://www.ratemyprofessors.com/professor/3109701
Linda Ayrapetov,Leadership,0,0,,0,https://www.ratemyprofessors.com/professor/3149941
Jessica Parr,History,0,0,,0,https://www.ratemyprofessors.com/professor/3087988
