term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""While this is not my first online 7 week course as part of the DMSc graduate program, it is the first course in which I had to complete a separate course (AMA tutorial) in order to properly complete the assignments. Expecting students to be able to complete a separate multi–assessment intensive tutorial as part of this course without accounting for the time to take it within the first week of classes when assignments are due was challenging."", ""There was no interaction with classmates. I enjoy opportunities to learn from classmates experiences and that was not available in this class."", ""Returning to school after thirteen years has been both exciting and challenging. Adjusting to an online doctorate program took some effort since it’s very different from the traditional classroom setting I was used to. Still, the experience has been great overall. The resources are easy to access, and the support has been strong. I put in a lot of time to stay on top of things, but it’s worth it. I’m learning and growing in ways that remind me why I came back to school in the first place."", ""This class utilized a new system for me, AMA.  Since I was new to this,  my instructor provided me with support and guidance to correct the challenge and get me the information I required to become successful in the course."", ""I enjoyed the course very much."", ""Very flexible timing and asynchronous""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""The strengths were that the this course/instructor(s) were available to answer questions via scheduled office hours/email and assignments were graded with a relatively quick turnaround to ascertain instructor feedback and areas of improvement."", ""These questions don't seem relevant to a class that is asynchronous and 100% online. There is no in–person interaction unless you schedule an appointment.  Dr. Watkins always responded to emails in a timely fashion and was helpful."", ""1. One of the greatest strengths of this course was Dr. Douglas Bruce’s lectures. Even though they were prerecorded, they felt personal and engaging, almost like he was teaching live. He’s easy to listen to and never dull. His enthusiasm and expertise shine through, and the stories and photos he shares/incorporates from his career and travels make learning both enjoyable and memorable. My biggest takeaway was his emphasis on “behavior change” and the importance of asking “why” until you reach the root cause.2. Dr. Watkins has also been an outstanding instructor. Her feedback was detailed, timely, and always constructive. This was my first class using AMA format, and her guidance helped me smoothly transition from the APA style I was familiar with. I’m grateful for her support, patience, and encouragement throughout the course. Her thoughtful feedback made a real impact on my learning and growth as both a student and a professional."", ""This course was well designed and I learned a significant amount regarding Healthcare Leadership.  I also learned how to use AMA instead of APA style."", ""She responded in a timely fashion and was available to offer feedback.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""–Include class discussion posts to facilitate a more inclusive learning environment in which individuals are actually utilizing the leadership skills in a real life situation rather than simply writing about it through weekly assignments. It seems counter–intuitive to write about leadership skills that we're learning/trying to implement with no context/awareness to how peers are responding to the information provided and working in a silo based on examples from our own experiences.–While the information from the lecture was helpful in understanding the root of leadership styles and navigating corporate politics in order to grow within our role, the course seemed rushed and the assignments didn't feel adequately reflective of the course overview/outcomes goals. Due to the various natures of students' careers,  it would have been helpful to have more of a hands on approach to the course content as opposed to assignments that were solely focused on writing skills.–Sometimes, the information that is provided in the weekly assignment tab differs from other resources/tabs available such as page count on the syllabus being 1–2 pages for an assignment, but the module will state 3–4 pages. It becomes difficult to determine that the correct information is, and due to the fact that several weeks had 2 assignments due at a time, this lack of clarity posed a challenge.–Provide more feedback related to the content of the submitted assignments and not solely on the grammar/editorial aspects. Nearly every assignment, I didn't feel that I was gaining anything meaningful from the instructor feedback other than the technical elements, once again reinforcing the idea that this felt more akin to a language composition course than a healthcare leadership course."", ""Listening to lectures followed by online videos/TED talks is too much screen time for me and not my preferred method for learning. I would have preferred that the class have more reading and less video material. A transcript of Dr. Bruce's lectures would also be helpful."", ""The course was very well organized and easy to follow. We didn’t have traditional discussion posts, but we did have a discussion board where we could post questions. That was helpful for getting clarification, though adding a few structured discussion opportunities might help students connect more and share perspectives. Overall, the instructor created a positive and supportive learning environment."", ""Nothing."", ""Nothing, she did excellent.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""–Offer the slides of the recorded lecture as a standard PDF file. The PDF of the presentation was only available as a 'notes' version, in which the slide thumbnails were extremely small, making the text difficult to read and not really an effective use of a supplementary resource to aid listening to the recorded lecture–Provide transcripts with the recorded lectures + include pertinent information on the slides. For this lecture, the slides focused on quotes or images that the instructor briefly touched on, but the core of the information was not displayed on the slides, making the information difficult to digest for those that are not strong auditory learners. It was also challenging when the small icon of the instructor blocks a segment of the text/quote on the slide but there is no transcript to compare it to, and the PDF does not have the text legible.–Include a template/example of what a 'great' assignment is to set expectations for the assignments"", ""I can’t think of any major areas for improvement, their approach already models the kind of inclusive, student–centered leadership we study in this program."", ""This instuctor is very knowledgeable in Healthcare Leadership and Medical Science.  She is very motivating, we spoke about future classes and research topics.  Very helpful!"", ""N/a""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Been able to download the writing tools (e.g. a citation generator/machine and Grammerly or associated editorial tool) & completing the AMA tutorial ahead of time to become familiar with it prior to taking this course."", ""I could have made the course better for myself by connecting more with classmates. Networking and getting to know others in the program would have helped me feel more engaged and supported."", ""Initially, I could have been more prepared in AMA."", ""Have a better understanding of AMA formatting.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 8, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 4, ""8-10"": 2, ""5-7"": 1, ""3-4"": 1, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,12,4.75,4.56,4.41,5.0,5.0,5.0,9,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,12,4.5,4.03,4.3,5.0,5.0,5.0,9,0,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,11,4.27,3.83,4.2,5.0,4.0,5.0,7,1,2,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,12,5.0,4.75,4.69,5.0,5.0,5.0,12,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,12,4.75,4.44,4.45,5.0,5.0,5.0,10,1,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,12,4.5,4.33,4.36,5.0,5.0,5.0,8,2,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Learning Related Questions,In-class sessions were helpful for learning.,12,4.17,4.0,4.29,5.0,4.5,5.0,7,0,5,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,12,4.5,4.28,4.29,5.0,5.0,5.0,8,3,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Learning Related Questions,This course was intellectually challenging.,12,4.25,4.28,4.37,5.0,5.0,5.0,8,1,1,2,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Learning Related Questions,I learned a lot in this course.,12,4.5,4.37,4.43,5.0,5.0,5.0,9,1,1,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor came to class prepared to teach.,12,4.58,4.35,4.6,5.0,5.0,5.0,9,1,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor used class time effectively.,12,4.5,4.32,4.44,5.0,5.0,5.0,9,0,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor clearly communicated ideas and information.,12,4.67,4.4,4.31,5.0,5.0,5.0,9,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor provided sufficient feedback.,12,4.75,4.47,4.26,5.0,5.0,5.0,9,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor fairly evaluated my performance.,12,4.83,4.44,4.36,5.0,5.0,5.0,10,2,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor was available to assist students outside of class.,12,4.42,4.31,4.52,5.0,5.0,5.0,8,1,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor facilitated a respectful and inclusive learning environment.,12,4.67,4.37,4.61,5.0,5.0,5.0,10,0,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Related Questions: Reginald McCoy,The instructor displayed enthusiasm for the course.,11,4.73,4.43,4.71,5.0,5.0,5.0,9,1,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Instructor Effectiveness: Reginald McCoy,What is your overall rating of this instructor's teaching effectiveness?,12,4.83,4.56,4.5,5.0,5.0,5.0,10,2,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-02 Healthcare Leadership Seminar  (Reginald McCoy),23,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""I had a really positive experience"", ""Thank you for your insight and push improve each week. Kw"", ""N/A"", ""There was not any interaction with instructors or classmates.  It was an online class, lectures were pre–recorded, weekly emails about the material and feedback for graded assignments were provided. I asked a question in the Q&A forum that never got answered."", ""It was better than expected. The information was immediately usable."", ""Limited to no engagement with others."", ""I enjoyed it."", ""AMA formatting comments were not always necessarily constructive.""]",
